Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BSNHM017-24_r_1_s_50_BSNHM017-24,BSNHM017-24,2566424,600,90,1533,17.0,53.0,35.13307240704501,35.0
BSNHM018-24_r_1_s_50_BSNHM018-24,BSNHM018-24,2286256,390,27,1533,0.0,37.0,17.859099804305284,18.0
BSNHM019-24_r_1_s_50_BSNHM019-24,BSNHM019-24,2128473,1069,56,1533,31.0,127.0,75.7279843444227,72.0
BSNHM020-24_r_1_s_50_BSNHM020-24,BSNHM020-24,1552505,91,28,1533,0.0,12.0,3.4090019569471623,3.0
BSNHM021-24_r_1_s_50_BSNHM021-24,BSNHM021-24,2116718,13516,61,1530,393.0,1379.0,917.9627450980392,941.5
BSNHM022-24_r_1_s_50_BSNHM022-24,BSNHM022-24,497717,101,0,1533,0.0,36.0,4.616438356164384,0.0
BSNHM023-24_r_1_s_50_BSNHM023-24,BSNHM023-24,5595766,2059,39,1533,13.0,200.0,72.66144814090019,67.0
BSNHM024-24_r_1_s_50_BSNHM024-24,BSNHM024-24,1746126,506,12,1533,0.0,69.0,22.495107632093934,21.0
BSNHM025-24_r_1_s_50_BSNHM025-24,BSNHM025-24,6898052,117,67,1533,0.0,20.0,6.954990215264188,7.0
BSNHM026-24_r_1_s_50_BSNHM026-24,BSNHM026-24,178467,35,16,1533,0.0,6.0,1.8767123287671232,2.0
BSNHM027-24_r_1_s_50_BSNHM027-24,BSNHM027-24,17074479,2933,145,1533,0.0,223.0,112.8454011741683,111.0
BSNHM028-24_r_1_s_50_BSNHM028-24,BSNHM028-24,1384464,58,15,1533,0.0,10.0,2.6771037181996085,2.0
BSNHM029-24_r_1_s_50_BSNHM029-24,BSNHM029-24,3990587,68,15,1533,0.0,26.0,2.812133072407045,1.0
BSNHM030-24_r_1_s_50_BSNHM030-24,BSNHM030-24,3493330,46,14,1533,0.0,13.0,1.898238747553816,1.0
BSNHM031-24_r_1_s_50_BSNHM031-24,BSNHM031-24,1960652,85,21,1533,0.0,11.0,3.8043052837573383,4.0
BSNHM032-24_r_1_s_50_BSNHM032-24,BSNHM032-24,6255874,1399,32,1533,7.0,109.0,47.10371819960861,47.0
BSNHM033-24_r_1_s_50_BSNHM033-24,BSNHM033-24,2011490,135,8,1533,0.0,13.0,4.943248532289628,4.0
BSNHM034-24_r_1_s_50_BSNHM034-24,BSNHM034-24,1664834,147,15,1533,0.0,14.0,5.2720156555773,5.0
BSNHM035-24_r_1_s_50_BSNHM035-24,BSNHM035-24,1783684,81,10,1533,0.0,10.0,3.305283757338552,3.0
BSNHM036-24_r_1_s_50_BSNHM036-24,BSNHM036-24,633543,48,0,1533,0.0,15.0,1.168297455968689,0.0
BSNHM037-24_r_1_s_50_BSNHM037-24,BSNHM037-24,1277479,108,5,1533,0.0,12.0,3.5870841487279845,2.0
BSNHM038-24_r_1_s_50_BSNHM038-24,BSNHM038-24,1404611,368,38,1533,0.0,45.0,19.50293542074364,20.0
BSNHM039-24_r_1_s_50_BSNHM039-24,BSNHM039-24,2477168,1222,31,1533,37.0,88.0,59.6105675146771,59.0
BSNHM040-24_r_1_s_50_BSNHM040-24,BSNHM040-24,10549612,406,173,1533,6.0,45.0,17.835616438356166,17.0
BSNHM041-24_r_1_s_50_BSNHM041-24,BSNHM041-24,867349,1057,14,1533,6.0,110.0,52.31311154598826,55.0
BSNHM042-24_r_1_s_50_BSNHM042-24,BSNHM042-24,2695869,598,23,1533,3.0,67.0,21.465753424657535,19.0
BSNHM043-24_r_1_s_50_BSNHM043-24,BSNHM043-24,4994933,1758,13,1533,8.0,167.0,66.04696673189824,61.0
BSNHM044-24_r_1_s_50_BSNHM044-24,BSNHM044-24,3117385,474,19,1533,6.0,41.0,18.835616438356166,18.0
BSNHM045-24_r_1_s_50_BSNHM045-24,BSNHM045-24,9328186,503,22,1533,1.0,49.0,15.547945205479452,14.0
BSNHM046-24_r_1_s_50_BSNHM046-24,BSNHM046-24,528576,153,1,1533,0.0,24.0,6.532289628180039,6.0
BSNHM047-24_r_1_s_50_BSNHM047-24,BSNHM047-24,787106,1116,30,1533,15.0,127.0,53.81996086105675,53.0
BSNHM048-24_r_1_s_50_BSNHM048-24,BSNHM048-24,2012077,581,17,1533,0.0,77.0,32.013698630136986,29.0
BSNHM049-24_r_1_s_50_BSNHM049-24,BSNHM049-24,618413,43,0,1533,0.0,18.0,1.8708414872798433,0.0
BSNHM050-24_r_1_s_50_BSNHM050-24,BSNHM050-24,1210986,221,5,1539,0.0,47.0,7.557504873294347,6.0
BSNHM051-24_r_1_s_50_BSNHM051-24,BSNHM051-24,1640772,72,6,1530,0.0,9.0,2.135294117647059,2.0
BSNHM052-24_r_1_s_50_BSNHM052-24,BSNHM052-24,1972017,78,4,1533,0.0,11.0,3.37573385518591,3.0
BSNHM053-24_r_1_s_50_BSNHM053-24,BSNHM053-24,6825077,1505,113,1533,6.0,198.0,74.62622309197651,67.0
BSNHM054-24_r_1_s_50_BSNHM054-24,BSNHM054-24,1561512,526,23,1533,9.0,41.0,23.367906066536204,23.0
BSNHM055-24_r_1_s_50_BSNHM055-24,BSNHM055-24,2392225,452,47,1533,10.0,40.0,24.998043052837573,26.0
BSNHM056-24_r_1_s_50_BSNHM056-24,BSNHM056-24,1951699,162,42,1533,1.0,21.0,7.054794520547945,7.0
BSNHM057-24_r_1_s_50_BSNHM057-24,BSNHM057-24,1427923,141,53,1533,1.0,16.0,6.091976516634051,5.0
BSNHM058-24_r_1_s_50_BSNHM058-24,BSNHM058-24,3926300,12707,60,1533,0.0,904.0,389.5675146771037,385.0
BSNHM059-24_r_1_s_50_BSNHM059-24,BSNHM059-24,1795301,2951,54,1533,67.0,226.0,156.99804305283757,153.0
BSNHM060-24_r_1_s_50_BSNHM060-24,BSNHM060-24,4344613,172,16,1533,0.0,18.0,6.4520547945205475,7.0
BSNHM061-24_r_1_s_50_BSNHM061-24,BSNHM061-24,7390535,449,67,1533,2.0,40.0,17.24853228962818,17.0
BSNHM062-24_r_1_s_50_BSNHM062-24,BSNHM062-24,9952442,4516,105,1539,88.0,377.0,188.8167641325536,187.0
BSNHM063-24_r_1_s_50_BSNHM063-24,BSNHM063-24,1944562,115,17,1533,0.0,18.0,3.9980430528375734,4.0
BSNHM064-24_r_1_s_50_BSNHM064-24,BSNHM064-24,1756879,104,21,1533,0.0,13.0,3.9980430528375734,3.0
BSNHM065-24_r_1_s_50_BSNHM065-24,BSNHM065-24,1535735,495,28,1533,0.0,63.0,23.953033268101763,22.0
BSNHM066-24_r_1_s_50_BSNHM066-24,BSNHM066-24,1038497,45,1,1533,0.0,5.0,1.4383561643835616,1.0
BSNHM067-24_r_1_s_50_BSNHM067-24,BSNHM067-24,1729001,168,15,1533,1.0,18.0,7.02348336594912,7.0
BSNHM068-24_r_1_s_50_BSNHM068-24,BSNHM068-24,2419202,322,38,1533,5.0,39.0,15.379647749510763,15.0
BSNHM069-24_r_1_s_50_BSNHM069-24,BSNHM069-24,4744075,8739,8,1533,58.0,538.0,267.2563600782779,265.0
BSNHM070-24_r_1_s_50_BSNHM070-24,BSNHM070-24,573031,1962,15,1533,41.0,201.0,97.41682974559687,95.0
BSNHM071-24_r_1_s_50_BSNHM071-24,BSNHM071-24,2063192,991,31,1533,0.0,70.0,48.06849315068493,50.0
BSNHM072-24_r_1_s_50_BSNHM072-24,BSNHM072-24,6880176,184,21,1533,0.0,13.0,6.138943248532289,6.0
BSNHM073-24_r_1_s_50_BSNHM073-24,BSNHM073-24,5516800,505,7,1530,0.0,37.0,16.15686274509804,16.0
BSNHM074-24_r_1_s_50_BSNHM074-24,BSNHM074-24,5789006,1010,43,1539,9.0,76.0,37.63742690058479,37.0
BSNHM075-24_r_1_s_50_BSNHM075-24,BSNHM075-24,1394535,16,7,1533,0.0,4.0,0.6320939334637965,0.0
BSNHM076-24_r_1_s_50_BSNHM076-24,BSNHM076-24,1632502,99,36,1533,0.0,13.0,4.471624266144814,4.0
BSNHM077-24_r_1_s_50_BSNHM077-24,BSNHM077-24,57,0,0,1533,0,0,0,0
BSNHM078-24_r_1_s_50_BSNHM078-24,BSNHM078-24,4056734,437,46,1533,0.0,51.0,17.140900195694716,16.0
BSNHM079-24_r_1_s_50_BSNHM079-24,BSNHM079-24,1712881,20,14,1533,0.0,4.0,0.6340508806262231,0.0
BSNHM080-24_r_1_s_50_BSNHM080-24,BSNHM080-24,5790430,1823,39,1530,16.0,164.0,73.38235294117646,69.0
BSNHM081-24_r_1_s_50_BSNHM081-24,BSNHM081-24,1649252,146,0,1533,0.0,51.0,3.9608610567514675,0.0
BSNHM082-24_r_1_s_50_BSNHM082-24,BSNHM082-24,1529818,618,18,1533,8.0,56.0,29.03326810176125,27.0
BSNHM083-24_r_1_s_50_BSNHM083-24,BSNHM083-24,2156831,116,10,1533,0.0,48.0,3.892367906066536,0.0
BSNHM084-24_r_1_s_50_BSNHM084-24,BSNHM084-24,5025840,463,6,1530,0.0,42.0,12.333333333333334,11.0
BSNHM085-24_r_1_s_50_BSNHM085-24,BSNHM085-24,6664875,975,77,1530,0.0,80.0,42.543137254901964,41.0
BSNHM086-24_r_1_s_50_BSNHM086-24,BSNHM086-24,4680847,524,24,1533,7.0,40.0,21.15655577299413,21.0
BSNHM087-24_r_1_s_50_BSNHM087-24,BSNHM087-24,7812456,1520,81,1533,0.0,122.0,65.74559686888453,67.0
BSNHM088-24_r_1_s_50_BSNHM088-24,BSNHM088-24,3033400,1888,54,1533,51.0,197.0,101.54794520547945,93.0
BSNHM089-24_r_1_s_50_BSNHM089-24,BSNHM089-24,1499180,23,40,1533,0.0,8.0,1.4246575342465753,0.0
BSNHM090-24_r_1_s_50_BSNHM090-24,BSNHM090-24,1474156,34,20,1533,0.0,9.0,1.4970645792563602,1.0
BSNHM091-24_r_1_s_50_BSNHM091-24,BSNHM091-24,4914515,423,22,1533,6.0,29.0,16.027397260273972,16.0
BSNHM092-24_r_1_s_50_BSNHM092-24,BSNHM092-24,1709473,98,23,1533,0.0,16.0,3.843444227005871,4.0
BSNHM093-24_r_1_s_50_BSNHM093-24,BSNHM093-24,6223281,176,68,1533,0.0,56.0,6.935420743639922,4.0
BSNHM094-24_r_1_s_50_BSNHM094-24,BSNHM094-24,2093891,163,8,1533,0.0,18.0,5.847358121330724,5.0
BSNHM095-24_r_1_s_50_BSNHM095-24,BSNHM095-24,7757571,458,22,1533,0.0,40.0,15.616438356164384,14.0
BSNHM096-24_r_1_s_50_BSNHM096-24,BSNHM096-24,5537343,107,88,1530,0.0,18.0,5.7784313725490195,5.0
BSNHM097-24_r_1_s_50_BSNHM097-24,BSNHM097-24,1418813,41,9,1533,0.0,6.0,1.324853228962818,1.0
BSNHM098-24_r_1_s_50_BSNHM098-24,BSNHM098-24,9284522,1082,39,1533,1.0,89.0,37.88062622309198,38.0
BSNHM099-24_r_1_s_50_BSNHM099-24,BSNHM099-24,5963467,1380,24,1533,13.0,80.0,42.44618395303327,42.0
BSNHM100-24_r_1_s_50_BSNHM100-24,BSNHM100-24,207,0,0,1533,0,0,0,0
BSNHM101-24_r_1_s_50_BSNHM101-24,BSNHM101-24,1664000,532,21,1533,2.0,60.0,28.581213307240706,29.0
BSNHM102-24_r_1_s_50_BSNHM102-24,BSNHM102-24,4467593,513,4,1530,2.0,31.0,16.28235294117647,15.5
BSNHM103-24_r_1_s_50_BSNHM103-24,BSNHM103-24,1223805,32,8,1530,0.0,8.0,1.0431372549019609,0.0
BSNHM104-24_r_1_s_50_BSNHM104-24,BSNHM104-24,1606380,192,17,1554,1.0,17.0,8.036679536679536,8.0
BSNHM105-24_r_1_s_50_BSNHM105-24,BSNHM105-24,6353101,493,3,1539,1.0,36.0,15.306042884990253,14.0
BSNHM106-24_r_1_s_50_BSNHM106-24,BSNHM106-24,2248602,1382,48,1533,1.0,149.0,74.40508806262231,76.0
BSNHM107-24_r_1_s_50_BSNHM107-24,BSNHM107-24,1555186,198,66,1533,5.0,21.0,11.4559686888454,11.0
BSNHM108-24_r_1_s_50_BSNHM108-24,BSNHM108-24,2403471,439,9,1533,0.0,54.0,16.596868884540118,15.0
BSNHM109-24_r_1_s_50_BSNHM109-24,BSNHM109-24,1747093,113,24,1536,0.0,16.0,4.828125,4.0
BSNHM110-24_r_1_s_50_BSNHM110-24,BSNHM110-24,1581614,642,11,1533,10.0,87.0,25.078277886497066,22.0
BSNHM111-24_r_1_s_50_BSNHM111-24,BSNHM111-24,1250488,224,14,1533,1.0,23.0,9.524461839530332,9.0
BSNHM112-24_r_1_s_50_BSNHM112-24,BSNHM112-24,162,0,0,1533,0,0,0,0
BSNHM113-24_r_1_s_50_BSNHM113-24,BSNHM113-24,3308674,30,11,1533,0.0,11.0,0.8845401174168297,0.0
BSNHM114-24_r_1_s_50_BSNHM114-24,BSNHM114-24,5378842,297,7,1530,2.0,24.0,10.81764705882353,10.0
BSNHM115-24_r_1_s_50_BSNHM115-24,BSNHM115-24,1225630,3953,10,1530,57.0,213.0,153.07450980392156,156.0
BSNHM116-24_r_1_s_50_BSNHM116-24,BSNHM116-24,1827032,11,11,1539,0.0,3.0,0.4697855750487329,0.0
BSNHM117-24_r_1_s_50_BSNHM117-24,BSNHM117-24,1671800,158,17,1539,0.0,14.0,5.304093567251462,5.0
BSNHM118-24_r_1_s_50_BSNHM118-24,BSNHM118-24,1494823,413,19,1539,3.0,32.0,14.337231968810917,13.0
BSNHM119-24_r_1_s_50_BSNHM119-24,BSNHM119-24,615255,48,0,1533,0.0,38.0,1.7318982387475539,0.0
BSNHM120-24_r_1_s_50_BSNHM120-24,BSNHM120-24,305,0,0,1533,0,0,0,0
BSNHM121-24_r_1_s_50_BSNHM121-24,BSNHM121-24,3574450,226,34,1536,0.0,24.0,8.3515625,7.5
BSNHM122-24_r_1_s_50_BSNHM122-24,BSNHM122-24,6443827,1134,87,1533,3.0,82.0,42.99804305283757,44.0
BSNHM123-24_r_1_s_50_BSNHM123-24,BSNHM123-24,2129790,674,22,1533,16.0,60.0,36.04500978473581,37.0
BSNHM124-24_r_1_s_50_BSNHM124-24,BSNHM124-24,4667879,465,36,1533,0.0,46.0,17.616438356164384,18.0
BSNHM125-24_r_1_s_50_BSNHM125-24,BSNHM125-24,1353200,48,14,1533,0.0,9.0,1.5675146771037183,1.0
BSNHM126-24_r_1_s_50_BSNHM126-24,BSNHM126-24,7472966,3455,17,1530,54.0,187.0,110.32549019607843,105.0
BSNHM127-24_r_1_s_50_BSNHM127-24,BSNHM127-24,2,0,0,1533,0,0,0,0
BSNHM128-24_r_1_s_50_BSNHM128-24,BSNHM128-24,821910,44,8,1539,0.0,15.0,2.0935672514619883,0.0
BSNHM129-24_r_1_s_50_BSNHM129-24,BSNHM129-24,1267516,67,4,1539,0.0,12.0,3.5828460038986356,3.0
BSNHM130-24_r_1_s_50_BSNHM130-24,BSNHM130-24,495866,0,14,1533,0,0,0,0
BSNHM131-24_r_1_s_50_BSNHM131-24,BSNHM131-24,2093863,195,31,1533,0.0,24.0,8.232876712328768,7.0
BSNHM132-24_r_1_s_50_BSNHM132-24,BSNHM132-24,5415535,254,95,1539,0.0,32.0,12.980506822612085,12.0
BSNHM133-24_r_1_s_50_BSNHM133-24,BSNHM133-24,1593248,52,11,1530,0.0,15.0,1.3901960784313725,0.0
BSNHM134-24_r_1_s_50_BSNHM134-24,BSNHM134-24,3917881,692,105,1533,2.0,73.0,28.731898238747554,24.0
BSNHM135-24_r_1_s_50_BSNHM135-24,BSNHM135-24,1767107,160,24,1530,0.0,17.0,6.735294117647059,7.0
BSNHM136-24_r_1_s_50_BSNHM136-24,BSNHM136-24,1774043,252,39,1533,1.0,25.0,11.469667318982388,11.0
BSNHM137-24_r_1_s_50_BSNHM137-24,BSNHM137-24,392035,5,3,1533,0.0,4.0,0.2720156555772994,0.0
BSNHM138-24_r_1_s_50_BSNHM138-24,BSNHM138-24,430,0,0,1530,0,0,0,0
BSNHM139-24_r_1_s_50_BSNHM139-24,BSNHM139-24,607657,0,74,1530,0,0,0,0
BSNHM140-24_r_1_s_50_BSNHM140-24,BSNHM140-24,2614577,2341,168,1539,74.0,285.0,150.85185185185185,145.0
BSNHM141-24_r_1_s_50_BSNHM141-24,BSNHM141-24,10045360,8738,91,1539,168.0,792.0,459.2904483430799,466.0
BSNHM142-24_r_1_s_50_BSNHM142-24,BSNHM142-24,1819111,127,39,1533,1.0,14.0,5.428571428571429,5.0
BSNHM143-24_r_1_s_50_BSNHM143-24,BSNHM143-24,1710048,190,35,1533,1.0,19.0,7.667318982387475,8.0
BSNHM144-24_r_1_s_50_BSNHM144-24,BSNHM144-24,6917391,874,36,1533,7.0,110.0,34.86105675146771,29.0
BSNHM145-24_r_1_s_50_BSNHM145-24,BSNHM145-24,1681016,296,64,1533,0.0,37.0,14.322896281800391,13.0
BSNHM146-24_r_1_s_50_BSNHM146-24,BSNHM146-24,6970428,227,49,1533,0.0,24.0,9.452054794520548,9.0
BSNHM147-24_r_1_s_50_BSNHM147-24,BSNHM147-24,1842405,625,16,1530,3.0,64.0,31.474509803921567,29.0
BSNHM148-24_r_1_s_50_BSNHM148-24,BSNHM148-24,5536348,5971,32,1533,54.0,490.0,227.27592954990214,222.0
BSNHM149-24_r_1_s_50_BSNHM149-24,BSNHM149-24,1773094,190,29,1533,0.0,22.0,8.992172211350294,9.0
BSNHM150-24_r_1_s_50_BSNHM150-24,BSNHM150-24,1550472,2280,9,1539,39.0,139.0,87.4756335282651,87.0
BSNHM151-24_r_1_s_50_BSNHM151-24,BSNHM151-24,6277460,3912,16,1530,83.0,282.0,152.45294117647057,146.0
BSNHM152-24_r_1_s_50_BSNHM152-24,BSNHM152-24,5572453,651,60,1539,13.0,79.0,33.14035087719298,29.0
BSNHM153-24_r_1_s_50_BSNHM153-24,BSNHM153-24,6874995,151,85,1539,0.0,28.0,7.321637426900585,7.0
BSNHM154-24_r_1_s_50_BSNHM154-24,BSNHM154-24,2669204,170,113,1533,0.0,22.0,8.197651663405088,8.0
BSNHM155-24_r_1_s_50_BSNHM155-24,BSNHM155-24,1441437,152,24,1533,0.0,19.0,6.142857142857143,6.0
BSNHM156-24_r_1_s_50_BSNHM156-24,BSNHM156-24,1473957,88,6,1533,0.0,9.0,2.712328767123288,2.0
BSNHM157-24_r_1_s_50_BSNHM157-24,BSNHM157-24,2230322,185,32,1533,0.0,24.0,7.211350293542075,7.0
BSNHM158-24_r_1_s_50_BSNHM158-24,BSNHM158-24,5563536,457,24,1533,4.0,44.0,18.461839530332682,17.0
BSNHM159-24_r_1_s_50_BSNHM159-24,BSNHM159-24,2008243,80,17,1533,0.0,17.0,2.8747553816046967,2.0
BSNHM160-24_r_1_s_50_BSNHM160-24,BSNHM160-24,1222077,141,10,1533,0.0,13.0,4.708414872798435,5.0
BSNHM161-24_r_1_s_50_BSNHM161-24,BSNHM161-24,3724953,190,155,1530,0.0,46.0,15.843137254901961,13.0
BSNHM162-24_r_1_s_50_BSNHM162-24,BSNHM162-24,284526,325,0,1566,0.0,66.0,15.990421455938698,0.0
BSNHM163-24_r_1_s_50_BSNHM163-24,BSNHM163-24,896424,454,22,1539,0.0,64.0,19.292397660818715,16.0
BSNHM164-24_r_1_s_50_BSNHM164-24,BSNHM164-24,1045414,233,1,1539,0.0,33.0,8.799220272904483,8.0
BSNHM165-24_r_1_s_50_BSNHM165-24,BSNHM165-24,1950966,104,75,1533,0.0,23.0,6.416829745596869,5.0
BSNHM166-24_r_1_s_50_BSNHM166-24,BSNHM166-24,1972726,233,39,1533,1.0,18.0,11.252446183953033,11.0
BSNHM167-24_r_1_s_50_BSNHM167-24,BSNHM167-24,729331,92,2,1533,0.0,15.0,3.0391389432485325,0.0
BSNHM168-24_r_1_s_50_BSNHM168-24,BSNHM168-24,13135192,1330,38,1533,11.0,125.0,48.657534246575345,45.0
BSNHM169-24_r_1_s_50_BSNHM169-24,BSNHM169-24,1580313,202,27,1533,0.0,19.0,8.15655577299413,7.0
BSNHM170-24_r_1_s_50_BSNHM170-24,BSNHM170-24,258,0,0,1533,0,0,0,0
BSNHM171-24_r_1_s_50_BSNHM171-24,BSNHM171-24,8387305,1146,114,1533,0.0,107.0,52.05283757338552,55.0
BSNHM172-24_r_1_s_50_BSNHM172-24,BSNHM172-24,6317422,868,33,1539,0.0,98.0,43.840155945419106,45.0
BSNHM173-24_r_1_s_50_BSNHM173-24,BSNHM173-24,1369722,19,3,1566,0.0,4.0,0.5919540229885057,0.0
BSNHM174-24_r_1_s_50_BSNHM174-24,BSNHM174-24,3875909,192,102,1539,0.0,27.0,6.886939571150098,5.0
BSNHM175-24_r_1_s_50_BSNHM175-24,BSNHM175-24,1143941,199,2,1539,1.0,21.0,6.2592592592592595,5.0
BSNHM176-24_r_1_s_50_BSNHM176-24,BSNHM176-24,2020680,562,43,1533,0.0,72.0,28.819960861056753,28.0
BSNHM177-24_r_1_s_50_BSNHM177-24,BSNHM177-24,2891288,77,40,1533,0.0,9.0,2.911937377690802,3.0
BSNHM178-24_r_1_s_50_BSNHM178-24,BSNHM178-24,5679757,217,27,1533,0.0,25.0,7.3209393346379645,7.0
BSNHM179-24_r_1_s_50_BSNHM179-24,BSNHM179-24,1675229,198,8,1533,2.0,15.0,8.481409001956948,9.0
BSNHM180-24_r_1_s_50_BSNHM180-24,BSNHM180-24,4816728,1257,54,1533,4.0,322.0,41.21917808219178,31.0
BSNHM181-24_r_1_s_50_BSNHM181-24,BSNHM181-24,1779073,146,14,1533,0.0,23.0,5.943248532289628,5.0
BSNHM182-24_r_1_s_50_BSNHM182-24,BSNHM182-24,437415,18,1,1530,0.0,4.0,0.5529411764705883,0.0
BSNHM183-24_r_1_s_50_BSNHM183-24,BSNHM183-24,1661132,44,2,1539,0.0,6.0,1.4736842105263157,1.0
BSNHM184-24_r_1_s_50_BSNHM184-24,BSNHM184-24,1527123,317,10,1566,0.0,31.0,11.5727969348659,11.0
BSNHM185-24_r_1_s_50_BSNHM185-24,BSNHM185-24,1668410,389,109,1539,4.0,47.0,18.79337231968811,17.0
BSNHM186-24_r_1_s_50_BSNHM186-24,BSNHM186-24,13219777,548,524,1533,0.0,105.0,22.207436399217222,20.0
BSNHM187-24_r_1_s_50_BSNHM187-24,BSNHM187-24,4002739,230,15,1533,0.0,29.0,6.931506849315069,6.0
BSNHM188-24_r_1_s_50_BSNHM188-24,BSNHM188-24,2436953,285,53,1530,6.0,28.0,14.566666666666666,14.0
BSNHM189-24_r_1_s_50_BSNHM189-24,BSNHM189-24,8182978,2700,15,1533,0.0,228.0,95.33463796477496,95.0
BSNHM190-24_r_1_s_50_BSNHM190-24,BSNHM190-24,1248226,18,8,1533,0.0,7.0,0.7906066536203522,0.0
BSNHM191-24_r_1_s_50_BSNHM191-24,BSNHM191-24,1617241,807,4,1533,0.0,72.0,31.21917808219178,31.0
UNIFI001-23_r_1_s_50_UNIFI001-23,UNIFI001-23,534348,411,17,1539,0.0,55.0,16.181286549707604,13.0
UNIFI002-23_r_1_s_50_UNIFI002-23,UNIFI002-23,168585,172,4,1539,0.0,16.0,8.543859649122806,8.0
UNIFI003-23_r_1_s_50_UNIFI003-23,UNIFI003-23,2321272,185,22,1539,0.0,24.0,8.403508771929825,7.0
UNIFI004-23_r_1_s_50_UNIFI004-23,UNIFI004-23,1488984,84,8,1539,0.0,11.0,3.9844054580896686,4.0
UNIFI005-23_r_1_s_50_UNIFI005-23,UNIFI005-23,1672586,447,15,1539,0.0,47.0,16.71539961013645,17.0
UNIFI006-23_r_1_s_50_UNIFI006-23,UNIFI006-23,5988255,3121,54,1539,0.0,448.0,112.34307992202729,100.0
UNIFI007-23_r_1_s_50_UNIFI007-23,UNIFI007-23,586678,118,5,1539,0.0,15.0,4.766081871345029,4.0
UNIFI008-23_r_1_s_50_UNIFI008-23,UNIFI008-23,13891575,3324,277,1539,0.0,819.0,165.53411306042884,111.0
UNIFI009-23_r_1_s_50_UNIFI009-23,UNIFI009-23,25507080,66398,1494,1539,0.0,13559.0,3126.4249512670567,2332.0
UNIFI010-23_r_1_s_50_UNIFI010-23,UNIFI010-23,4652996,1699,86,1539,0.0,294.0,67.84990253411306,51.0
UNIFI011-23_r_1_s_50_UNIFI011-23,UNIFI011-23,825997,1241,18,1539,0.0,103.0,44.91812865497076,46.0
UNIFI012-23_r_1_s_50_UNIFI012-23,UNIFI012-23,190486,24,1,1539,0.0,4.0,1.0253411306042886,1.0
UNIFI013-23_r_1_s_50_UNIFI013-23,UNIFI013-23,495019,711,6,1539,0.0,84.0,24.27095516569201,21.0
UNIFI014-23_r_1_s_50_UNIFI014-23,UNIFI014-23,1316040,264,14,1539,0.0,24.0,12.374269005847953,13.0
UNIFI015-23_r_1_s_50_UNIFI015-23,UNIFI015-23,23477243,1190,163,1539,0.0,91.0,46.51072124756335,45.0
UNIFI016-23_r_1_s_50_UNIFI016-23,UNIFI016-23,18691947,2695,113,1539,0.0,211.0,96.61793372319688,92.0
UNIFI017-23_r_1_s_50_UNIFI017-23,UNIFI017-23,1023662,233,14,1539,0.0,26.0,8.939571150097466,8.0
UNIFI018-23_r_1_s_50_UNIFI018-23,UNIFI018-23,3402465,2081,29,1539,1.0,274.0,79.76218323586744,66.0
UNIFI019-23_r_1_s_50_UNIFI019-23,UNIFI019-23,1813329,155,20,1539,0.0,15.0,5.7290448343079925,6.0
UNIFI020-23_r_1_s_50_UNIFI020-23,UNIFI020-23,667270,106,8,1539,0.0,12.0,4.555555555555555,4.0
UNIFI021-23_r_1_s_50_UNIFI021-23,UNIFI021-23,4355909,1081,82,1539,0.0,124.0,43.939571150097464,36.0
UNIFI022-23_r_1_s_50_UNIFI022-23,UNIFI022-23,12944216,15411,319,1539,2.0,1590.0,692.9493177387915,577.0
UNIFI023-23_r_1_s_50_UNIFI023-23,UNIFI023-23,853297,4465,11,1539,1.0,671.0,155.92007797270955,110.0
UNIFI024-23_r_1_s_50_UNIFI024-23,UNIFI024-23,395269,47,7,1539,0.0,6.0,1.793372319688109,1.0
UNIFI025-23_r_1_s_50_UNIFI025-23,UNIFI025-23,15969367,9587,136,1539,0.0,788.0,469.682261208577,461.0
UNIFI026-23_r_1_s_50_UNIFI026-23,UNIFI026-23,10862006,93936,363,1539,0.0,7452.0,4314.116959064328,4205.0
UNIFI027-23_r_1_s_50_UNIFI027-23,UNIFI027-23,37268058,41302,331,1539,2.0,3115.0,1842.849902534113,1878.0
UNIFI028-23_r_1_s_50_UNIFI028-23,UNIFI028-23,449698,141,8,1539,0.0,16.0,6.298245614035087,6.0
UNIFI029-23_r_1_s_50_UNIFI029-23,UNIFI029-23,3005258,701,18,1539,0.0,76.0,27.65692007797271,27.0
UNIFI030-23_r_1_s_50_UNIFI030-23,UNIFI030-23,6416086,8355,41,1539,0.0,1045.0,329.97465886939574,268.0
UNIFI031-23_r_1_s_50_UNIFI031-23,UNIFI031-23,3742834,1432,32,1539,0.0,144.0,57.851851851851855,52.0
UNIFI032-23_r_1_s_50_UNIFI032-23,UNIFI032-23,6307918,5852,114,1539,2.0,550.0,204.49122807017545,190.0
UNIFI033-23_r_1_s_50_UNIFI033-23,UNIFI033-23,2796251,746,9,1539,0.0,69.0,27.15009746588694,27.0
UNIFI034-23_r_1_s_50_UNIFI034-23,UNIFI034-23,442101,204,12,1539,0.0,16.0,8.705653021442496,9.0
UNIFI035-23_r_1_s_50_UNIFI035-23,UNIFI035-23,23102571,11830,93,1530,163.0,2052.0,503.72352941176473,404.0
UNIFI036-23_r_1_s_50_UNIFI036-23,UNIFI036-23,1537826,435,6,1530,3.0,84.0,17.254901960784313,14.0
UNIFI037-23_r_1_s_50_UNIFI037-23,UNIFI037-23,6801522,3120,863,1530,20.0,399.0,143.75294117647059,133.0
