Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
UNIFI038-23_r_1_s_50_UNIFI038-23,UNIFI038-23,4990887,2065,157,1530,4.0,174.0,79.64901960784314,86.0
UNIFI039-23_r_1_s_50_UNIFI039-23,UNIFI039-23,4363391,1854,80,1530,4.0,228.0,66.81372549019608,62.0
UNIFI040-23_r_1_s_50_UNIFI040-23,UNIFI040-23,14108489,1765,139,1533,6.0,261.0,78.07240704500978,73.0
UNIFI041-23_r_1_s_50_UNIFI041-23,UNIFI041-23,7791810,13424,287,1533,11.0,1660.0,470.9178082191781,382.0
UNIFI042-23_r_1_s_50_UNIFI042-23,UNIFI042-23,5149610,7902,93,1530,29.0,578.0,316.38823529411764,327.0
UNIFI043-23_r_1_s_50_UNIFI043-23,UNIFI043-23,3357976,374,102,1530,1.0,66.0,16.311764705882354,12.0
UNIFI044-23_r_1_s_50_UNIFI044-23,UNIFI044-23,1401716,166,12,1530,0.0,21.0,6.288235294117647,5.0
UNIFI045-23_r_1_s_50_UNIFI045-23,UNIFI045-23,1959326,1603,102,1530,20.0,158.0,86.10392156862746,82.0
UNIFI046-23_r_1_s_50_UNIFI046-23,UNIFI046-23,5112850,579,240,1530,4.0,76.0,29.66862745098039,28.0
UNIFI047-23_r_1_s_50_UNIFI047-23,UNIFI047-23,2848360,594,259,1530,4.0,86.0,27.429411764705883,25.0
UNIFI048-23_r_1_s_50_UNIFI048-23,UNIFI048-23,17346473,2339,582,1530,0.0,584.0,82.3313725490196,40.0
UNIFI049-23_r_1_s_50_UNIFI049-23,UNIFI049-23,11167655,65546,1859,1533,286.0,12304.0,2604.825831702544,1969.0
UNIFI050-23_r_1_s_50_UNIFI050-23,UNIFI050-23,4937124,30061,786,1533,245.0,3119.0,1375.5909980430529,1292.0
UNIFI051-23_r_1_s_50_UNIFI051-23,UNIFI051-23,2380607,892,140,1530,3.0,81.0,45.61176470588235,49.0
UNIFI052-23_r_1_s_50_UNIFI052-23,UNIFI052-23,4321705,379,86,1530,5.0,35.0,18.92549019607843,19.0
UNIFI053-23_r_1_s_50_UNIFI053-23,UNIFI053-23,229279,136,12,1530,0.0,12.0,5.866666666666666,6.0
UNIFI054-23_r_1_s_50_UNIFI054-23,UNIFI054-23,2816424,209,131,1530,1.0,22.0,9.658823529411764,9.0
UNIFI055-23_r_1_s_50_UNIFI055-23,UNIFI055-23,13186901,3004,127,1530,23.0,334.0,137.07254901960783,132.0
UNIFI056-23_r_1_s_50_UNIFI056-23,UNIFI056-23,14466144,14616,529,1530,211.0,1517.0,656.2274509803922,604.0
UNIFI057-23_r_1_s_50_UNIFI057-23,UNIFI057-23,648633,469,7,1530,2.0,53.0,19.019607843137255,16.0
UNIFI058-23_r_1_s_50_UNIFI058-23,UNIFI058-23,8252108,840,43,1530,3.0,89.0,33.3,31.0
UNIFI059-23_r_1_s_50_UNIFI059-23,UNIFI059-23,1855966,542,16,1530,1.0,69.0,20.03529411764706,15.0
UNIFI060-23_r_1_s_50_UNIFI060-23,UNIFI060-23,970080,628,22,1530,0.0,139.0,23.962745098039214,13.0
UNIFI061-23_r_1_s_50_UNIFI061-23,UNIFI061-23,11298066,3417,150,1530,69.0,276.0,147.63725490196077,142.0
UNIFI062-23_r_1_s_50_UNIFI062-23,UNIFI062-23,7024421,1048,108,1530,13.0,91.0,45.14705882352941,44.0
UNIFI063-23_r_1_s_50_UNIFI063-23,UNIFI063-23,353530,170,23,1530,1.0,18.0,7.770588235294118,7.0
UNIFI064-23_r_1_s_50_UNIFI064-23,UNIFI064-23,3984661,4340,92,1530,124.0,298.0,229.0529411764706,233.0
UNIFI065-23_r_1_s_50_UNIFI065-23,UNIFI065-23,8656738,3825,248,1530,65.0,346.0,180.31372549019608,176.5
UNIFI066-23_r_1_s_50_UNIFI066-23,UNIFI066-23,2240682,807,33,1530,5.0,67.0,41.67843137254902,42.0
UNIFI067-23_r_1_s_50_UNIFI067-23,UNIFI067-23,13945747,2036,378,1530,23.0,161.0,90.22156862745098,85.5
UNIFI068-23_r_1_s_50_UNIFI068-23,UNIFI068-23,22714803,26036,600,1533,210.0,3246.0,1155.9667318982388,1042.0
UNIFI069-23_r_1_s_50_UNIFI069-23,UNIFI069-23,24484444,95549,1361,1533,0.0,9925.0,4061.545988258317,3773.0
UNIFI070-23_r_1_s_50_UNIFI070-23,UNIFI070-23,2744328,811,55,1533,6.0,67.0,38.05088062622309,39.0
UNIFI071-23_r_1_s_50_UNIFI071-23,UNIFI071-23,327528,266,7,1533,0.0,21.0,11.332681017612524,11.0
UNIFI072-23_r_1_s_50_UNIFI072-23,UNIFI072-23,214225,116,5,1533,0.0,15.0,5.199608610567514,4.0
UNIFI073-23_r_1_s_50_UNIFI073-23,UNIFI073-23,1707643,6056,81,1533,0.0,847.0,273.65362035225047,222.0
UNIFI074-23_r_1_s_50_UNIFI074-23,UNIFI074-23,518483,2499,59,1533,2.0,173.0,116.69471624266144,119.0
UNIFI075-23_r_1_s_50_UNIFI075-23,UNIFI075-23,1138680,168,15,1533,0.0,22.0,7.835616438356165,7.0
UNIFI076-23_r_1_s_50_UNIFI076-23,UNIFI076-23,19536182,5760,330,1533,0.0,1013.0,304.1154598825832,228.0
UNIFI077-23_r_1_s_50_UNIFI077-23,UNIFI077-23,5714380,2727,128,1533,0.0,681.0,136.7710371819961,89.0
UNIFI078-23_r_1_s_50_UNIFI078-23,UNIFI078-23,11691820,1900,145,1533,1.0,174.0,83.69275929549902,81.0
UNIFI079-23_r_1_s_50_UNIFI079-23,UNIFI079-23,2321069,822,34,1533,0.0,73.0,37.9334637964775,36.0
UNIFI080-23_r_1_s_50_UNIFI080-23,UNIFI080-23,6168316,2088,132,1533,2.0,176.0,115.26810176125245,117.0
UNIFI081-23_r_1_s_50_UNIFI081-23,UNIFI081-23,12839450,2320,74,1533,1.0,191.0,84.18003913894324,82.0
UNIFI082-23_r_1_s_50_UNIFI082-23,UNIFI082-23,17235127,7312,266,1533,0.0,582.0,287.3307240704501,286.0
UNIFI083-23_r_1_s_50_UNIFI083-23,UNIFI083-23,2047728,1157,45,1533,13.0,114.0,64.14090019569471,64.0
UNIFI084-23_r_1_s_50_UNIFI084-23,UNIFI084-23,861097,228,15,1533,3.0,21.0,10.365949119373777,10.0
UNIFI085-23_r_1_s_50_UNIFI085-23,UNIFI085-23,5912408,13813,378,1533,78.0,1510.0,620.7612524461839,586.0
UNIFI086-23_r_1_s_50_UNIFI086-23,UNIFI086-23,10802210,17666,265,1533,697.0,1689.0,1237.3620352250489,1213.0
UNIFI087-23_r_1_s_50_UNIFI087-23,UNIFI087-23,8298163,9709,141,1533,296.0,1156.0,650.20156555773,615.0
UNIFI088-23_r_1_s_50_UNIFI088-23,UNIFI088-23,691608,313,20,1533,1.0,30.0,14.565557729941291,15.0
UNIFI089-23_r_1_s_50_UNIFI089-23,UNIFI089-23,2959306,12838,367,1533,61.0,922.0,608.2289628180039,623.0
UNIFI090-23_r_1_s_50_UNIFI090-23,UNIFI090-23,13351006,4273,933,1533,21.0,398.0,224.58904109589042,226.0
UNIFI091-23_r_1_s_50_UNIFI091-23,UNIFI091-23,1154069,4707,115,1533,7.0,633.0,176.72211350293543,169.0
UNIFI092-23_r_1_s_50_UNIFI092-23,UNIFI092-23,2671548,634,25,1533,2.0,112.0,25.886497064579256,23.0
UNIFI093-23_r_1_s_50_UNIFI093-23,UNIFI093-23,21450154,15609,475,1533,33.0,2777.0,598.6262230919765,528.0
UNIFI094-23_r_1_s_50_UNIFI094-23,UNIFI094-23,5883639,27680,505,1533,39.0,2565.0,1082.945205479452,1020.0
UNIFI095-23_r_1_s_50_UNIFI095-23,UNIFI095-23,6250792,681,55,1533,2.0,73.0,27.317025440313113,27.0
UNIFI096-23_r_1_s_50_UNIFI096-23,UNIFI096-23,1610513,1314,72,1539,0.0,115.0,75.60038986354776,76.0
UNIFI097-23_r_1_s_50_UNIFI097-23,UNIFI097-23,5124456,2107,96,1539,0.0,327.0,131.2495126705653,110.0
UNIFI098-23_r_1_s_50_UNIFI098-23,UNIFI098-23,2020733,1847,77,1539,0.0,306.0,94.71150097465888,74.0
UNIFI099-23_r_1_s_50_UNIFI099-23,UNIFI099-23,1405438,2877,71,1539,0.0,424.0,152.46783625730995,139.0
UNIFI100-23_r_1_s_50_UNIFI100-23,UNIFI100-23,3716109,528,83,1539,0.0,44.0,24.77777777777778,24.0
UNIFI101-23_r_1_s_50_UNIFI101-23,UNIFI101-23,79539,122,1,1539,0.0,15.0,5.526315789473684,5.0
UNIFI102-23_r_1_s_50_UNIFI102-23,UNIFI102-23,9545819,308,291,1539,0.0,35.0,12.269005847953217,11.0
UNIFI103-23_r_1_s_50_UNIFI103-23,UNIFI103-23,9178175,210,327,1539,0.0,29.0,8.886939571150098,8.0
UNIFI104-23_r_1_s_50_UNIFI104-23,UNIFI104-23,941948,935,69,1539,0.0,99.0,68.7719298245614,72.0
UNIFI105-23_r_1_s_50_UNIFI105-23,UNIFI105-23,5649581,3955,491,1539,0.0,433.0,317.6627680311891,322.0
UNIFI106-23_r_1_s_50_UNIFI106-23,UNIFI106-23,908689,870,43,1539,0.0,112.0,57.580896686159846,53.0
UNIFI107-23_r_1_s_50_UNIFI107-23,UNIFI107-23,6347668,498,248,1539,0.0,151.0,22.64327485380117,14.0
UNIFI108-23_r_1_s_50_UNIFI108-23,UNIFI108-23,1909267,118,56,1539,0.0,17.0,5.867446393762183,6.0
UNIFI109-23_r_1_s_50_UNIFI109-23,UNIFI109-23,1185538,914,73,1539,0.0,123.0,41.0233918128655,37.0
UNIFI110-23_r_1_s_50_UNIFI110-23,UNIFI110-23,11646385,6751,548,1539,0.0,1523.0,351.50487329434696,288.0
UNIFI111-23_r_1_s_50_UNIFI111-23,UNIFI111-23,5368386,31010,1128,1539,0.0,5792.0,1951.458089668616,1736.0
UNIFI112-23_r_1_s_50_UNIFI112-23,UNIFI112-23,119982,59,13,1539,0.0,8.0,3.155945419103314,3.0
UNIFI113-23_r_1_s_50_UNIFI113-23,UNIFI113-23,1344208,1170,111,1539,0.0,344.0,93.34697855750487,63.0
UNIFI114-23_r_1_s_50_UNIFI114-23,UNIFI114-23,996660,3133,118,1539,0.0,416.0,196.05653021442495,188.0
UNIFI115-23_r_1_s_50_UNIFI115-23,UNIFI115-23,10085118,777,291,1539,0.0,85.0,38.538011695906434,33.0
UNIFI116-23_r_1_s_50_UNIFI116-23,UNIFI116-23,4180281,753,60,1539,0.0,66.0,37.98830409356725,39.0
UNIFI117-23_r_1_s_50_UNIFI117-23,UNIFI117-23,573752,164,16,1539,0.0,34.0,7.927875243664717,6.0
UNIFI118-23_r_1_s_50_UNIFI118-23,UNIFI118-23,2578562,939,573,1539,0.0,144.0,55.30994152046784,55.0
UNIFI119-23_r_1_s_50_UNIFI119-23,UNIFI119-23,9801985,15350,93,1530,299.0,1206.0,658.464705882353,619.0
UNIFI120-23_r_1_s_50_UNIFI120-23,UNIFI120-23,3676342,4094,346,1539,1.0,381.0,187.6588693957115,180.0
UNIFI121-23_r_1_s_50_UNIFI121-23,UNIFI121-23,953301,845,40,1539,1.0,75.0,41.76413255360624,41.0
UNIFI122-23_r_1_s_50_UNIFI122-23,UNIFI122-23,2375379,7074,381,1539,0.0,1112.0,369.16569200779725,325.0
UNIFI123-23_r_1_s_50_UNIFI123-23,UNIFI123-23,170515,239,13,1539,0.0,27.0,10.840155945419104,10.0
UNIFI124-23_r_1_s_50_UNIFI124-23,UNIFI124-23,213198,2053,28,1539,0.0,263.0,90.50292397660819,75.0
UNIFI125-23_r_1_s_50_UNIFI125-23,UNIFI125-23,74446,353,4,1539,0.0,37.0,15.198830409356725,13.0
UNIFI126-23_r_1_s_50_UNIFI126-23,UNIFI126-23,324841,2737,43,1539,0.0,335.0,119.68031189083821,90.0
UNIFI127-23_r_1_s_50_UNIFI127-23,UNIFI127-23,1317909,19710,185,1539,1.0,1721.0,885.5594541910332,810.0
UNIFI128-23_r_1_s_50_UNIFI128-23,UNIFI128-23,2056858,590,147,1539,0.0,62.0,32.280701754385966,32.0
UNIFI129-23_r_1_s_50_UNIFI129-23,UNIFI129-23,262952,133,30,1539,0.0,16.0,6.450292397660819,6.0
UNIFI130-23_r_1_s_50_UNIFI130-23,UNIFI130-23,333514,214,41,1539,0.0,22.0,10.530214424951268,11.0
UNIFI131-23_r_1_s_50_UNIFI131-23,UNIFI131-23,243754,1316,9,1539,0.0,183.0,64.83235867446393,56.0
UNIFI132-23_r_1_s_50_UNIFI132-23,UNIFI132-23,540968,955,42,1530,0.0,120.0,56.529411764705884,48.0
UNIFI133-23_r_1_s_50_UNIFI133-23,UNIFI133-23,693676,164,43,1539,0.0,28.0,9.382066276803119,8.0
UNIFI134-23_r_1_s_50_UNIFI134-23,UNIFI134-23,122731,60,6,1539,0.0,11.0,3.132553606237817,3.0
UNIFI135-23_r_1_s_50_UNIFI135-23,UNIFI135-23,9943736,4561,313,1539,0.0,417.0,290.62768031189086,287.0
UNIFI136-23_r_1_s_50_UNIFI136-23,UNIFI136-23,7810218,2620,118,1539,0.0,275.0,130.2027290448343,124.0
UNIFI137-23_r_1_s_50_UNIFI137-23,UNIFI137-23,2984186,147,62,1539,0.0,13.0,6.116959064327485,6.0
UNIFI138-23_r_1_s_50_UNIFI138-23,UNIFI138-23,1209865,423,18,1539,0.0,57.0,17.500974658869396,16.0
UNIFI139-23_r_1_s_50_UNIFI139-23,UNIFI139-23,488009,450,14,1539,0.0,85.0,24.09551656920078,22.0
UNIFI140-23_r_1_s_50_UNIFI140-23,UNIFI140-23,16536494,7337,435,1539,0.0,853.0,481.6120857699805,450.0
UNIFI141-23_r_1_s_50_UNIFI141-23,UNIFI141-23,6506845,3651,129,1539,0.0,337.0,245.4834307992203,248.0
UNIFI142-23_r_1_s_50_UNIFI142-23,UNIFI142-23,112386,37,9,1539,0.0,6.0,1.810916179337232,1.0
UNIFI143-23_r_1_s_50_UNIFI143-23,UNIFI143-23,135068,88,3,1539,0.0,12.0,4.282651072124756,4.0
UNIFI144-23_r_1_s_50_UNIFI144-23,UNIFI144-23,374109,500,12,1539,0.0,109.0,24.596491228070175,19.0
UNIFI145-23_r_1_s_50_UNIFI145-23,UNIFI145-23,7865249,6600,171,1539,0.0,988.0,338.2865497076023,254.0
UNIFI146-23_r_1_s_50_UNIFI146-23,UNIFI146-23,4256060,799,146,1539,0.0,117.0,56.251461988304094,55.0
UNIFI147-23_r_1_s_50_UNIFI147-23,UNIFI147-23,5752374,8010,83,1539,0.0,755.0,465.67446393762185,465.0
UNIFI148-23_r_1_s_50_UNIFI148-23,UNIFI148-23,69704,78,2,1539,0.0,10.0,3.382066276803119,3.0
UNIFI149-23_r_1_s_50_UNIFI149-23,UNIFI149-23,821730,84,35,1539,0.0,9.0,3.8031189083820665,3.0
UNIFI150-23_r_1_s_50_UNIFI150-23,UNIFI150-23,2117570,459,56,1539,0.0,88.0,24.346978557504872,20.0
UNIFI151-23_r_1_s_50_UNIFI151-23,UNIFI151-23,4026649,1706,50,1539,0.0,399.0,67.22027290448344,41.0
UNIFI152-23_r_1_s_50_UNIFI152-23,UNIFI152-23,99186,78,2,1539,0.0,9.0,3.516569200779727,3.0
UNIFI153-23_r_1_s_50_UNIFI153-23,UNIFI153-23,55998,60,3,1539,0.0,10.0,3.2046783625730995,3.0
UNIFI154-23_r_1_s_50_UNIFI154-23,UNIFI154-23,64457,47,4,1539,0.0,7.0,2.456140350877193,2.0
UNIFI155-23_r_1_s_50_UNIFI155-23,UNIFI155-23,410212,91,12,1539,0.0,17.0,3.978557504873294,3.0
UNIFI156-23_r_1_s_50_UNIFI156-23,UNIFI156-23,8463073,7454,326,1539,0.0,1659.0,469.2456140350877,370.0
UNIFI157-23_r_1_s_50_UNIFI157-23,UNIFI157-23,1949957,2041,97,1539,1.0,445.0,112.317738791423,89.0
UNIFI158-23_r_1_s_50_UNIFI158-23,UNIFI158-23,2343064,133,85,1539,0.0,15.0,7.200779727095517,7.0
UNIFI159-23_r_1_s_50_UNIFI159-23,UNIFI159-23,12498010,9826,425,1539,0.0,1129.0,549.2729044834308,478.0
UNIFI160-23_r_1_s_50_UNIFI160-23,UNIFI160-23,10610821,598,533,1539,0.0,81.0,41.925925925925924,38.0
UNIFI161-23_r_1_s_50_UNIFI161-23,UNIFI161-23,2621489,480,42,1539,0.0,40.0,23.28849902534113,23.0
UNIFI162-23_r_1_s_50_UNIFI162-23,UNIFI162-23,618768,56,23,1539,0.0,8.0,2.3723196881091617,2.0
UNIFI163-23_r_1_s_50_UNIFI163-23,UNIFI163-23,324948,428,16,1539,0.0,60.0,30.653021442495128,28.0
UNIFI164-23_r_1_s_50_UNIFI164-23,UNIFI164-23,546995,845,17,1539,0.0,172.0,47.13060428849902,39.0
UNIFI165-23_r_1_s_50_UNIFI165-23,UNIFI165-23,2593684,326,101,1539,0.0,80.0,16.61598440545809,14.0
UNIFI166-23_r_1_s_50_UNIFI166-23,UNIFI166-23,186318,57,9,1539,0.0,11.0,2.6608187134502925,3.0
UNIFI167-23_r_1_s_50_UNIFI167-23,UNIFI167-23,4546203,964,55,1539,1.0,87.0,48.43664717348928,46.0
UNIFI168-23_r_1_s_50_UNIFI168-23,UNIFI168-23,75204,33,5,1539,0.0,6.0,2.056530214424951,2.0
UNIFI169-23_r_1_s_50_UNIFI169-23,UNIFI169-23,1039486,395,64,1539,0.0,90.0,25.580896686159843,19.0
UNIFI170-23_r_1_s_50_UNIFI170-23,UNIFI170-23,5737368,1962,239,1539,0.0,233.0,134.7680311890838,133.0
UNIFI171-23_r_1_s_50_UNIFI171-23,UNIFI171-23,1488647,995,77,1539,0.0,115.0,66.84600389863547,61.0
UNIFI172-23_r_1_s_50_UNIFI172-23,UNIFI172-23,4704154,181,199,1539,0.0,35.0,8.499025341130604,8.0
UNIFI173-23_r_1_s_50_UNIFI173-23,UNIFI173-23,1709383,2126,197,1539,0.0,251.0,174.2261208576998,176.0
UNIFI174-23_r_1_s_50_UNIFI174-23,UNIFI174-23,816469,294,50,1539,0.0,35.0,19.810916179337234,20.0
UNIFI175-23_r_1_s_50_UNIFI175-23,UNIFI175-23,1880276,501,40,1539,0.0,68.0,25.167641325536064,24.0
UNIFI176-23_r_1_s_50_UNIFI176-23,UNIFI176-23,339087,862,19,1539,0.0,83.0,38.20662768031189,38.0
UNIFI177-23_r_1_s_50_UNIFI177-23,UNIFI177-23,1679902,11831,82,1539,0.0,897.0,675.421052631579,673.0
UNIFI178-23_r_1_s_50_UNIFI178-23,UNIFI178-23,8893495,4104,248,1539,0.0,440.0,249.3684210526316,241.0
UNIFI179-23_r_1_s_50_UNIFI179-23,UNIFI179-23,2005848,2544,92,1539,0.0,306.0,195.3879142300195,189.0
UNIFI180-23_r_1_s_50_UNIFI180-23,UNIFI180-23,870048,586,25,1539,0.0,100.0,36.17738791423002,35.0
UNIFI181-23_r_1_s_50_UNIFI181-23,UNIFI181-23,10547698,6039,168,1539,0.0,564.0,321.3469785575049,309.0
UNIFI182-23_r_1_s_50_UNIFI182-23,UNIFI182-23,145538,134,7,1539,0.0,24.0,6.233918128654971,4.0
UNIFI183-23_r_1_s_50_UNIFI183-23,UNIFI183-23,123688,115,4,1539,0.0,19.0,6.8011695906432745,5.0
UNIFI184-23_r_1_s_50_UNIFI184-23,UNIFI184-23,428666,129,33,1539,0.0,34.0,6.773879142300195,5.0
UNIFI185-23_r_1_s_50_UNIFI185-23,UNIFI185-23,3033590,1927,49,1539,0.0,218.0,120.94931773879142,117.0
UNIFI186-23_r_1_s_50_UNIFI186-23,UNIFI186-23,303558,44,44,1539,0.0,9.0,2.387914230019493,2.0
UNIFI187-23_r_1_s_50_UNIFI187-23,UNIFI187-23,350922,107,15,1539,0.0,15.0,5.311890838206628,5.0
UNIFI188-23_r_1_s_50_UNIFI188-23,UNIFI188-23,9111650,589,72,1539,0.0,62.0,26.076023391812864,23.0
UNIFI189-23_r_1_s_50_UNIFI189-23,UNIFI189-23,1277273,849,55,1539,0.0,91.0,47.76413255360624,45.0
UNIFI190-23_r_1_s_50_UNIFI190-23,UNIFI190-23,4277499,127,163,1539,0.0,11.0,5.189083820662768,5.0
